#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 04 22 30 999 99.0 99.0  3.44  9.09  7.35  53 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 04 23 00 999 99.0 99.0  3.46  9.09  7.55  43 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 04 23 30 999 99.0 99.0  3.20  9.09  7.32  43 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 00 00 999 99.0 99.0  3.60  9.09  7.44  44 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 00 30 999 99.0 99.0  3.37  8.33  7.36  53 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 01 00 999 99.0 99.0  3.21  8.33  7.39  44 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 01 30 999 99.0 99.0  2.98  9.09  7.06  43 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 02 00 999 99.0 99.0  3.26  9.09  7.10  53 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 02 30 999 99.0 99.0  3.07 11.11  7.21  12 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 03 00 999 99.0 99.0  3.04 12.50  6.99   5 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 03 30 999 99.0 99.0  2.88  9.88  7.18  34 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 04 00 999 99.0 99.0  2.98  9.09  6.98  50 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 04 30 999 99.0 99.0  2.81  9.09  6.84  60 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 05 00 999 99.0 99.0  2.72  9.09  6.82  54 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 05 30 999 99.0 99.0  2.70  9.09  6.84  54 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 06 00 999 99.0 99.0  2.79  8.33  7.06  53 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 06 30 999 99.0 99.0  2.87  8.33  7.16  46 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 07 00 999 99.0 99.0  2.76  9.09  6.95  51 9999.0 999.0  25.3 999.0 99.0 99.00
2020 01 05 07 30 999 99.0 99.0  2.73  9.09  7.08  48 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 08 00 999 99.0 99.0  2.84  9.09  7.18  53 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 08 30 999 99.0 99.0  2.85  9.09  7.35  51 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 09 00 999 99.0 99.0  2.71  9.09  6.89  55 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 09 30 999 99.0 99.0  2.93  9.88  7.14  29 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 10 00 999 99.0 99.0  2.73  8.33  6.93  46 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 10 30 999 99.0 99.0  2.89  8.33  7.26  53 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 11 00 999 99.0 99.0  2.87 11.76  7.34   3 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 11 30 999 99.0 99.0  2.78  9.09  6.96  54 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 12 00 999 99.0 99.0  2.64  9.88  6.90  34 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 12 30 999 99.0 99.0  2.77  9.09  6.73  54 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 13 00 999 99.0 99.0  2.79  8.33  6.80  51 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 13 30 999 99.0 99.0  2.78  9.09  6.81  44 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 14 00 999 99.0 99.0  2.77  9.09  6.98  51 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 14 30 999 99.0 99.0  2.82  9.09  6.92  50 9999.0 999.0  25.2 999.0 99.0 99.00
2020 01 05 15 00 999 99.0 99.0  2.87 10.53  7.07  19 9999.0 999.0  25.2 999.0 99.0 99.00
