#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 01 00 00 999 99.0 99.0  1.36  9.09  5.48  44 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 00 30 999 99.0 99.0  1.36  9.09  5.41  32 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 01 00 999 99.0 99.0  1.32  5.88  5.31  61 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 01 30 999 99.0 99.0  1.40  8.33  5.45  43 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 02 00 999 99.0 99.0  1.32  5.88  5.35  65 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 02 30 999 99.0 99.0  1.28  9.09  5.60  43 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 03 30 999 99.0 99.0  1.38  8.33  5.80  43 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 04 00 999 99.0 99.0  1.29  9.09  5.76  39 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 04 30 999 99.0 99.0  1.28  8.33  5.36  39 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 05 00 999 99.0 99.0  1.29  8.33  5.36  40 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 05 30 999 99.0 99.0  1.33  8.33  5.50  40 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 06 00 999 99.0 99.0  1.28  9.09  5.42  46 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 06 30 999 99.0 99.0  1.31  8.33  5.32  50 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 07 00 999 99.0 99.0  1.32  8.33  5.28  44 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 07 30 999 99.0 99.0  1.30  8.33  5.41  48 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 08 00 999 99.0 99.0  1.30  5.56  5.19  61 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 08 30 999 99.0 99.0  1.36  8.33  5.35  48 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 09 00 999 99.0 99.0  1.30  8.33  5.19  51 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 09 30 999 99.0 99.0  1.34  5.26  5.23  71 9999.0 999.0  24.3 999.0 99.0 99.00
2018 01 01 10 00 999 99.0 99.0  1.26  5.88  5.21  61 9999.0 999.0  24.4 999.0 99.0 99.00
2018 01 01 10 30 999 99.0 99.0  1.32  8.33  5.31  44 9999.0 999.0  24.3 999.0 99.0 99.00
2018 01 01 11 00 999 99.0 99.0  1.31  5.88  5.31  69 9999.0 999.0  24.3 999.0 99.0 99.00
