#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 01 22 08 56 999 99.0 99.0  0.70 11.11  6.48 348 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 09 26 999 99.0 99.0  0.83 11.76  6.48 350 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 09 56 999 99.0 99.0  0.74  9.88  5.48 346 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 10 26 999 99.0 99.0  0.73 10.53  5.31 350 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 10 56 999 99.0 99.0  0.76 12.50  5.17 352 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 11 26 999 99.0 99.0  0.80 12.50  5.41   2 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 11 56 999 99.0 99.0  0.81  7.69  5.37  72 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 12 26 999 99.0 99.0  0.80  6.67  5.30  49 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 12 56 999 99.0 99.0  0.79  7.14  5.40  65 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 13 26 999 99.0 99.0  0.80  7.69  5.65  66 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 13 56 999 99.0 99.0  0.88 13.33  6.12   3 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 14 26 999 99.0 99.0  0.87 13.33  6.22 353 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 14 56 999 99.0 99.0  0.88 13.33  6.46 356 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 15 26 999 99.0 99.0  1.00 13.33  7.57 350 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 15 56 999 99.0 99.0  0.99 15.38  7.69 355 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 16 26 999 99.0 99.0  1.09 12.50  7.97 348 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 16 56 999 99.0 99.0  1.09 14.29  7.63 352 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 17 26 999 99.0 99.0  1.07 12.50  7.23 349 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 17 56 999 99.0 99.0  1.08 14.29  6.97   2 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 18 26 999 99.0 99.0  1.08 12.50  6.97 346 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 18 56 999 99.0 99.0  1.11 13.33  7.47 353 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 22 19 26 999 99.0 99.0  1.02 20.00  7.14  23 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 19 56 999 99.0 99.0  1.04 20.00  7.12  24 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 20 26 999 99.0 99.0  1.08 20.00  7.27  18 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 20 56 999 99.0 99.0  1.13 20.00  7.32  16 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 22 21 26 999 99.0 99.0  1.23 20.00  7.44  17 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 22 21 56 999 99.0 99.0  1.23 12.50  7.55 355 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 22 22 26 999 99.0 99.0  1.18 20.00  7.22  28 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 22 22 56 999 99.0 99.0  1.23 18.18  7.62  20 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 22 23 26 999 99.0 99.0  1.30 18.18  8.01   6 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 22 23 56 999 99.0 99.0  1.34 11.11  7.74 346 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 23 00 26 999 99.0 99.0  1.32 11.76  7.93 350 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 23 00 56 999 99.0 99.0  1.33 18.18  7.82  10 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 23 01 26 999 99.0 99.0  1.32 11.11  7.66 342 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 23 01 56 999 99.0 99.0  1.43 20.00  7.68  14 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 23 02 26 999 99.0 99.0  1.48 20.00  7.58  25 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 02 56 999 99.0 99.0  1.44 20.00  7.22  17 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 03 26 999 99.0 99.0  1.49 20.00  7.55   4 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 03 56 999 99.0 99.0  1.48 20.00  7.19   7 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 04 26 999 99.0 99.0  1.47 20.00  7.24   6 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 04 56 999 99.0 99.0  1.51  9.88  7.23 356 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 05 26 999 99.0 99.0  1.56 20.00  7.39  10 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 05 56 999 99.0 99.0  1.69 20.00  7.88 359 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 06 26 999 99.0 99.0  1.69 20.00  8.09   6 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 06 56 999 99.0 99.0  1.61 20.00  7.79   9 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 07 26 999 99.0 99.0  1.60 10.53  7.68 346 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 07 56 999 99.0 99.0  1.77 20.00  8.55   7 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 08 26 999 99.0 99.0  1.77 20.00  8.42 357 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 08 56 999 99.0 99.0  1.69 20.00  7.95  16 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 09 26 999 99.0 99.0  1.77 20.00  8.55  10 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 09 56 999 99.0 99.0  1.83 20.00  9.00   9 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 10 26 999 99.0 99.0  1.77 20.00  8.40  11 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 10 56 999 99.0 99.0  1.78 20.00  9.00  13 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 11 26 999 99.0 99.0  1.80 18.18  8.79  11 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 11 56 999 99.0 99.0  1.91 11.76  8.55 348 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 12 26 999 99.0 99.0  1.75 18.18  8.58   3 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 12 56 999 99.0 99.0  1.82 18.18  8.61   7 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 13 26 999 99.0 99.0  1.76 16.67  8.75   9 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 13 56 999 99.0 99.0  1.86 18.18  8.78   6 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 14 26 999 99.0 99.0  1.82 18.18  8.78   7 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 14 56 999 99.0 99.0  1.74 18.18  8.71   6 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 15 26 999 99.0 99.0  1.62 12.50  7.96 349 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 15 56 999 99.0 99.0  1.77 12.50  8.44 349 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 16 26 999 99.0 99.0  1.64 18.18  8.38   9 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 16 56 999 99.0 99.0  1.68 18.18  8.52   9 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 17 26 999 99.0 99.0  1.64 18.18  7.87  13 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 17 56 999 99.0 99.0  1.80 13.33  8.45 353 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 18 26 999 99.0 99.0  1.70 16.67  8.16 355 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 18 56 999 99.0 99.0  1.72 18.18  8.28   9 9999.0 999.0  24.6 999.0 99.0 99.00
2023 01 23 19 26 999 99.0 99.0  1.73 18.18  8.44  24 9999.0 999.0  24.7 999.0 99.0 99.00
2023 01 23 19 56 999 99.0 99.0  1.78 16.67  8.47   7 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 23 20 26 999 99.0 99.0  1.91 18.18  8.76  10 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 23 20 56 999 99.0 99.0  1.92 16.67  8.55   4 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 23 21 26 999 99.0 99.0  2.07 18.18  8.80   9 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 23 21 56 999 99.0 99.0  1.95 18.18  8.71   9 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 23 22 26 999 99.0 99.0  2.07 13.33  8.78 353 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 23 22 56 999 99.0 99.0  2.07 16.67  8.98   0 9999.0 999.0  25.3 999.0 99.0 99.00
2023 01 23 23 26 999 99.0 99.0  2.09 16.67  9.18   0 9999.0 999.0  25.5 999.0 99.0 99.00
2023 01 23 23 56 999 99.0 99.0  2.27 16.67  9.68   2 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 00 26 999 99.0 99.0  2.15 15.38  9.43   3 9999.0 999.0  25.4 999.0 99.0 99.00
2023 01 24 00 56 999 99.0 99.0  2.18 16.67  9.81   7 9999.0 999.0  25.3 999.0 99.0 99.00
2023 01 24 01 26 999 99.0 99.0  2.18 13.33  9.40 352 9999.0 999.0  25.3 999.0 99.0 99.00
2023 01 24 01 56 999 99.0 99.0  1.97 11.11  8.91 350 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 02 26 999 99.0 99.0  2.07 13.33  9.33 352 9999.0 999.0  25.3 999.0 99.0 99.00
2023 01 24 02 56 999 99.0 99.0  2.10 16.67  9.33   3 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 03 26 999 99.0 99.0  2.16 15.38  9.62 357 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 03 56 999 99.0 99.0  2.01 12.50  8.97 353 9999.0 999.0  25.2 999.0 99.0 99.00
2023 01 24 04 26 999 99.0 99.0  2.01 12.50  8.69 348 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 04 56 999 99.0 99.0  1.88 16.67  8.72   0 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 05 26 999 99.0 99.0  1.75 15.38  8.37 359 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 05 56 999 99.0 99.0  1.92 15.38  8.68 356 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 06 26 999 99.0 99.0  1.95 15.38  8.96 355 9999.0 999.0  25.1 999.0 99.0 99.00
2023 01 24 06 56 999 99.0 99.0  2.02 15.38  9.30 359 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 07 26 999 99.0 99.0  1.77 11.76  8.51 349 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 07 56 999 99.0 99.0  1.89 14.29  8.74 359 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 08 26 999 99.0 99.0  1.82 11.11  8.27 346 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 24 08 56 999 99.0 99.0  1.87 16.67  8.63 357 9999.0 999.0  25.0 999.0 99.0 99.00
2023 01 24 09 26 999 99.0 99.0  1.77 11.11  8.53 345 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 24 09 56 999 99.0 99.0  1.70 11.76  8.52 348 9999.0 999.0  24.9 999.0 99.0 99.00
2023 01 24 10 26 999 99.0 99.0  1.74  9.88  8.39 349 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 24 10 56 999 99.0 99.0  1.85 15.38  9.04   2 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 24 11 26 999 99.0 99.0  1.74 11.76  8.44 350 9999.0 999.0  24.8 999.0 99.0 99.00
2023 01 24 11 56 999 99.0 99.0  1.74 13.33  8.24 356 9999.0 999.0  24.7 999.0 99.0 99.00
